Iteration	Posterior	Likelihood	Prior	alpha	beta	num_events[1]	num_events[2]	rate_pr[1]	rate_pr[2]	root_frequencies[1]	root_frequencies[2]
219	-3.26021	-7.58335	4.32313	0.003854208	0.0009913873	5.22356	0.769175	62.6547	425.495	0.590913	0.409087
220	-3.72938	-7.38081	3.65143	0.003854208	0.0009913873	8.77466	0.648337	37.2983	504.8	0.829559	0.170441
221	-3.57695	-7.34895	3.772	0.003854208	0.0009913873	9.27453	0.354694	35.2881	922.711	0.871701	0.128299
222	-2.40116	-7.51539	5.11424	0.003854208	0.0009913873	3.44821	0.354694	94.913	922.711	0.665656	0.334344
223	-2.79943	-7.98616	5.18673	0.003854208	0.0009913873	2.79975	0.201068	116.896	1627.71	0.238472	0.761528
224	-4.35889	-7.93036	3.57147	0.003854208	0.0009913873	9.05007	0.6781	36.1633	482.644	0.279247	0.720753
225	-5.60947	-7.69426	2.08478	0.003854208	0.0009913873	13.823	1.53237	23.6765	213.578	0.479323	0.520677
226	-4.77536	-7.58992	2.81456	0.003854208	0.0009913873	5.18895	3.66363	63.0726	89.3323	0.583947	0.416053
227	-2.37678	-7.49182	5.11505	0.003854208	0.0009913873	1.16586	1.11237	280.72	294.218	0.692793	0.307207
228	-4.25105	-7.63356	3.3825	0.003854208	0.0009913873	1.28931	5.20539	253.842	62.8733	0.53886	0.46114
229	-4.73307	-7.32281	2.58974	0.003854208	0.0009913873	1.88072	7.89259	174.018	41.4668	0.907282	0.0927181
230	-5.34092	-7.71749	2.37657	0.003854208	0.0009913873	5.11091	5.12739	64.0357	63.8298	0.457473	0.542527
231	-3.08313	-7.33273	4.2496	0.003854208	0.0009913873	4.46201	1.10282	73.3482	296.768	0.89367	0.10633
232	-3.65712	-7.38179	3.72466	0.003854208	0.0009913873	2.94603	2.85585	111.092	114.6	0.828286	0.171714
233	-5.73188	-7.32912	1.59723	0.003854208	0.0009913873	1.69208	13.2794	193.419	24.6457	0.898612	0.101388
234	-6.79795	-7.51423	0.71628	0.003854208	0.0009913873	5.17998	12.7948	63.1818	25.5793	0.666977	0.333023
235	-7.80026	-7.85722	0.0569572	0.003854208	0.0009913873	8.36772	12.5333	39.1123	26.1129	0.336255	0.663745
236	-8.69565	-7.86394	-0.831706	0.003854208	0.0009913873	13.2284	12.5333	24.7407	26.1129	0.330841	0.669159
237	-9.32994	-8.09503	-1.23492	0.003854208	0.0009913873	16.3318	11.9774	20.0394	27.3249	0.165179	0.834821
238	-4.06588	-7.44248	3.37661	0.003854208	0.0009913873	3.3573	3.44958	97.4834	94.8753	0.751708	0.248292
239	-5.06744	-7.81204	2.74461	0.003854208	0.0009913873	4.70254	4.24054	69.5965	77.1789	0.37361	0.62639
240	-3.6225	-7.37658	3.75408	0.003854208	0.0009913873	4.70254	1.77802	69.5965	184.071	0.835077	0.164923
241	-3.59398	-8.13061	4.53663	0.003854208	0.0009913873	1.11687	2.06391	293.035	158.573	0.142904	0.857096
242	-2.91823	-7.68533	4.7671	0.003854208	0.0009913873	1.4248	1.59122	229.703	205.679	0.487855	0.512145
243	-2.65689	-7.33039	4.6735	0.003854208	0.0009913873	0.67194	1.47494	487.068	221.893	0.896871	0.103129
244	-2.91245	-8.15932	5.24688	0.003854208	0.0009913873	0.625323	0.633848	523.379	516.339	0.125496	0.874504
245	-2.07561	-7.51581	5.4402	0.003854208	0.0009913873	0.625323	0.383538	523.379	853.319	0.665181	0.334819
246	-2.77057	-7.64094	4.87036	0.003854208	0.0009913873	3.41819	0.687665	95.7467	475.93	0.531427	0.468573
247	-2.91988	-7.60974	4.68986	0.003854208	0.0009913873	3.41819	0.901846	95.7467	362.901	0.56323	0.43677
248	-4.55993	-7.8471	3.28717	0.003854208	0.0009913873	8.78982	1.09049	37.2341	300.123	0.344481	0.655519
249	-6.35909	-7.28652	0.927433	0.003854208	0.0009913873	27.4075	0.426765	11.9413	766.887	0.95826	0.0417402
250	-3.48719	-7.29302	3.80584	0.003854208	0.0009913873	5.99418	1.19616	54.5997	273.61	0.948989	0.0510114
251	-3.30882	-7.29668	3.98786	0.003854208	0.0009913873	5.85505	0.994713	55.8972	329.02	0.943807	0.0561927
252	-5.24104	-7.36191	2.12087	0.003854208	0.0009913873	6.08147	5.21332	53.8161	62.7778	0.854389	0.145611
253	-6.33949	-7.33358	0.994089	0.003854208	0.0009913873	12.6092	4.7013	25.9556	69.6149	0.892509	0.107491
254	-7.14078	-7.79747	0.656693	0.003854208	0.0009913873	8.57742	9.1579	38.1561	35.7375	0.386023	0.613977
255	-4.49376	-7.50453	3.01077	0.003854208	0.0009913873	3.11463	4.78952	105.078	68.3326	0.678086	0.321914
256	-4.60091	-7.28753	2.68662	0.003854208	0.0009913873	2.01899	7.29246	162.101	44.8793	0.956816	0.0431835
257	-4.05283	-7.3765	3.32367	0.003854208	0.0009913873	2.77153	4.10306	118.087	79.765	0.835181	0.164819
258	-3.09655	-7.37472	4.27817	0.003854208	0.0009913873	3.02705	1.66516	108.119	196.546	0.837513	0.162487
259	-2.24105	-7.37472	5.13367	0.003854208	0.0009913873	2.42498	0.720196	134.962	454.432	0.837513	0.162487
260	-3.85509	-7.37472	3.51963	0.003854208	0.0009913873	8.82535	0.789712	37.0841	414.43	0.837513	0.162487
261	-2.62356	-7.4716	4.84804	0.003854208	0.0009913873	4.10009	0.492444	79.8229	664.605	0.716587	0.283413
262	-3.95539	-7.7585	3.80311	0.003854208	0.0009913873	4.85797	1.62433	67.3698	201.486	0.420122	0.579878
263	-3.53324	-7.71733	4.18409	0.003854208	0.0009913873	5.58847	0.829424	58.5635	394.588	0.457626	0.542374
264	-3.47053	-7.37566	3.90513	0.003854208	0.0009913873	6.54142	0.901293	50.032	363.123	0.836272	0.163728
265	-2.18353	-7.29437	5.11084	0.003854208	0.0009913873	3.4708	0.344876	94.2955	948.98	0.947073	0.0529275
266	-1.85897	-7.29031	5.43134	0.003854208	0.0009913873	2.22464	0.433643	147.116	754.724	0.952847	0.0471526
267	-2.34855	-7.29193	4.94338	0.003854208	0.0009913873	0.564322	0.861294	579.954	379.987	0.950547	0.049453
268	-1.65382	-7.34979	5.69597	0.003854208	0.0009913873	1.04012	0.380273	314.657	860.646	0.870572	0.129428
269	-2.94193	-7.54242	4.60049	0.003854208	0.0009913873	0.520623	1.1734	628.632	278.917	0.635321	0.364679
270	-3.97822	-7.54242	3.5642	0.003854208	0.0009913873	3.34541	2.96567	97.8297	110.356	0.635321	0.364679
271	-4.9758	-7.51968	2.54388	0.003854208	0.0009913873	7.53047	2.96567	43.4608	110.356	0.660793	0.339207
272	-4.65524	-7.78377	3.12852	0.003854208	0.0009913873	5.48122	2.66478	59.7094	122.817	0.397864	0.602136
273	-6.46906	-7.82884	1.35978	0.003854208	0.0009913873	13.3578	3.22588	24.5011	101.455	0.359524	0.640476
274	-6.03825	-7.85164	1.8134	0.003854208	0.0009913873	6.45164	6.04752	50.7282	54.1182	0.340777	0.659223
275	-6.87099	-7.45832	0.587336	0.003854208	0.0009913873	17.1485	3.67923	19.0851	88.9534	0.732475	0.267525
276	-5.29866	-8.33837	3.03971	0.003854208	0.0009913873	7.13059	2.05253	45.8981	159.453	0.0275365	0.972463
277	-3.2251	-7.28335	4.05824	0.003854208	0.0009913873	2.67184	2.28352	122.493	143.323	0.962806	0.0371937
278	-2.08958	-7.27044	5.18086	0.003854208	0.0009913873	2.67184	0.580995	122.493	563.31	0.98145	0.0185501
279	-3.69477	-7.68351	3.98873	0.003854208	0.0009913873	5.72429	1.03347	57.174	316.681	0.489604	0.510396
280	-5.73125	-8.20451	2.47326	0.003854208	0.0009913873	11.1329	1.6573	29.3975	197.478	0.0990941	0.900906
281	-4.24931	-8.0293	3.77998	0.003854208	0.0009913873	7.24463	0.866297	45.1756	377.792	0.208474	0.791526
282	-2.2721	-7.68896	5.41685	0.003854208	0.0009913873	2.14265	0.485894	152.745	673.564	0.484378	0.515622
283	-3.10642	-7.63049	4.52407	0.003854208	0.0009913873	3.4714	1.09603	94.279	298.606	0.541964	0.458036
284	-1.94131	-7.60316	5.66186	0.003854208	0.0009913873	0.846318	0.312805	386.711	1046.28	0.570057	0.429943
285	-2.00064	-7.47079	5.47014	0.003854208	0.0009913873	2.20097	0.379899	148.698	861.494	0.717557	0.282443
286	-2.30418	-7.45102	5.14684	0.003854208	0.0009913873	3.34686	0.289806	97.7873	1129.31	0.741302	0.258698
287	-3.24642	-7.84603	4.5996	0.003854208	0.0009913873	0.752914	1.73235	434.685	188.923	0.345356	0.654644
288	-3.32756	-7.84603	4.51847	0.003854208	0.0009913873	0.483577	1.13732	676.791	287.764	0.345356	0.654644
289	-5.60071	-7.38675	1.78604	0.003854208	0.0009913873	0.483577	9.62274	676.791	34.0112	0.821853	0.178147
290	-3.9502	-7.89007	3.93987	0.003854208	0.0009913873	0.733419	3.11887	446.24	104.936	0.31013	0.68987
291	-2.69259	-7.47446	4.78187	0.003854208	0.0009913873	0.98906	1.59756	330.901	204.863	0.713194	0.286806
292	-4.4041	-8.25547	3.85137	0.003854208	0.0009913873	0.862583	3.58087	379.419	91.3969	0.0707218	0.929278
293	-5.00618	-8.24466	3.23848	0.003854208	0.0009913873	1.34564	5.70661	243.215	57.3512	0.0766164	0.923384
294	-3.9112	-8.24466	4.33347	0.003854208	0.0009913873	0.902964	2.41557	362.451	135.488	0.0766164	0.923384
295	-3.99246	-8.02169	4.02923	0.003854208	0.0009913873	1.76603	2.95211	185.32	110.863	0.213669	0.786331
296	-2.74073	-7.28055	4.53982	0.003854208	0.0009913873	0.953943	2.02071	343.082	161.963	0.96682	0.0331797
297	-4.57828	-7.52217	2.94389	0.003854208	0.0009913873	0.779645	6.55651	419.781	49.9168	0.657971	0.342029
298	-2.46322	-7.83885	5.37562	0.003854208	0.0009913873	1.41276	0.751423	231.66	435.547	0.351243	0.648757
299	-2.40487	-7.38091	4.97604	0.003854208	0.0009913873	0.710678	1.09418	460.519	299.109	0.829427	0.170573
300	-2.32589	-7.54912	5.22323	0.003854208	0.0009913873	0.85589	0.90532	382.386	361.508	0.627922	0.372078
301	-2.65978	-7.87503	5.21525	0.003854208	0.0009913873	1.80959	0.832999	180.859	392.894	0.321989	0.678011
302	-4.17812	-8.3708	4.19268	0.003854208	0.0009913873	2.84325	1.9154	115.108	170.868	0.0115967	0.988403
303	-2.85792	-8.35766	5.49974	0.003854208	0.0009913873	2.03769	0.412166	160.613	794.05	0.0179925	0.982007
304	-2.75839	-7.26945	4.51106	0.003854208	0.0009913873	5.3558	0.512783	61.1077	638.244	0.982886	0.0171136
305	-3.33954	-7.26945	3.92991	0.003854208	0.0009913873	7.11439	0.721801	46.0026	453.422	0.982886	0.0171136
306	-2.00862	-7.68723	5.67861	0.003854208	0.0009913873	1.24897	0.409851	262.04	798.535	0.486029	0.513971
307	-2.6615	-7.69072	5.02921	0.003854208	0.0009913873	0.556295	0.739075	588.322	442.824	0.482694	0.517306
308	-2.84611	-7.77614	4.93003	0.003854208	0.0009913873	0.43004	0.355703	761.046	920.095	0.404527	0.595473
309	-2.22315	-7.30756	5.0844	0.003854208	0.0009913873	0.606378	0.786992	539.73	415.862	0.928486	0.0715137
310	-2.81016	-7.371	4.56084	0.003854208	0.0009913873	1.41065	1.96346	232.006	166.686	0.842383	0.157617
311	-5.5916	-7.36044	1.76884	0.003854208	0.0009913873	7.54496	5.32218	43.3774	61.4936	0.856349	0.143651
312	-5.15973	-8.1294	2.96966	0.003854208	0.0009913873	2.73801	5.32218	119.532	61.4936	0.143651	0.856349
313	-4.51085	-7.44337	2.93252	0.003854208	0.0009913873	2.75996	5.43367	118.582	60.2319	0.750626	0.249374
314	-7.17232	-8.07845	0.906131	0.003854208	0.0009913873	8.14752	8.38224	40.1693	39.0445	0.175832	0.824168
315	-7.05594	-8.16635	1.1104	0.003854208	0.0009913873	7.17084	8.38224	45.6405	39.0445	0.121314	0.878686
316	-4.71063	-7.65544	2.94481	0.003854208	0.0009913873	5.24068	3.26846	62.45	100.133	0.516975	0.483025
317	-3.84302	-7.35502	3.512	0.003854208	0.0009913873	2.76132	3.55693	118.523	92.012	0.863562	0.136438
318	-4.8541	-7.3018	2.4477	0.003854208	0.0009913873	2.98727	7.08989	109.558	46.1616	0.93657	0.0634296
319	-4.58651	-7.38215	2.79564	0.003854208	0.0009913873	1.30182	7.54294	251.402	43.389	0.827813	0.172187
320	-4.3023	-8.07686	3.77456	0.003854208	0.0009913873	1.30182	3.91444	251.402	83.6086	0.176865	0.823135
321	-4.48885	-7.42035	2.9315	0.003854208	0.0009913873	6.4019	2.62491	51.1224	124.683	0.779092	0.220908
322	-5.23123	-8.21044	2.97921	0.003854208	0.0009913873	6.1917	2.62491	52.8579	124.683	0.0957166	0.904283
323	-4.0694	-7.32499	3.25559	0.003854208	0.0009913873	5.59014	2.3238	58.5461	140.839	0.904283	0.0957166
324	-4.84001	-7.28746	2.44745	0.003854208	0.0009913873	1.9891	8.40655	164.537	38.9316	0.956919	0.043081
325	-3.51567	-7.70922	4.19355	0.003854208	0.0009913873	1.52452	2.69518	214.677	121.432	0.465192	0.534808
326	-3.13202	-7.38549	4.25347	0.003854208	0.0009913873	0.962765	2.63258	339.938	124.319	0.823474	0.176526
327	-4.05149	-7.38549	3.334	0.003854208	0.0009913873	2.1643	4.64824	151.218	70.4096	0.823474	0.176526
328	-4.66135	-7.38549	2.72414	0.003854208	0.0009913873	4.08317	4.84086	80.1535	67.6079	0.823474	0.176526
329	-4.74055	-7.70166	2.96112	0.003854208	0.0009913873	3.98752	4.15247	82.0762	78.8158	0.472301	0.527699
330	-3.11483	-7.4196	4.30477	0.003854208	0.0009913873	3.85206	1.25391	84.9624	261.008	0.78004	0.21996
331	-5.89663	-7.40877	1.51214	0.003854208	0.0009913873	14.0424	2.57231	23.3066	127.232	0.793668	0.206332
332	-5.20456	-7.68625	2.48169	0.003854208	0.0009913873	11.1365	1.64187	29.3882	199.334	0.486973	0.513027
333	-7.15752	-8.27811	1.12058	0.003854208	0.0009913873	12.2247	4.50195	26.7722	72.6976	0.058571	0.941429
334	-6.3024	-7.71547	1.41307	0.003854208	0.0009913873	5.14682	9.15504	63.5888	35.7487	0.45935	0.54065
335	-5.2963	-7.66859	2.37229	0.003854208	0.0009913873	1.6852	9.15504	194.208	35.7487	0.504053	0.495947
336	-5.10053	-7.76514	2.66461	0.003854208	0.0009913873	0.405973	4.6299	806.163	70.6885	0.414219	0.585781
337	-4.07261	-7.93923	3.86663	0.003854208	0.0009913873	0.405973	1.65199	806.163	198.113	0.272608	0.727392
338	-3.15074	-7.46773	4.31699	0.003854208	0.0009913873	0.530901	1.65199	616.463	198.113	0.721193	0.278807
339	-3.64567	-7.41551	3.76984	0.003854208	0.0009913873	0.968839	3.91567	337.807	83.5823	0.785164	0.214836
340	-5.84338	-8.20817	2.36479	0.003854208	0.0009913873	1.23614	9.60034	264.76	34.0905	0.0970098	0.90299
341	-4.74317	-8.07265	3.32948	0.003854208	0.0009913873	1.23614	5.41625	264.76	60.4257	0.179598	0.820402
342	-3.84655	-7.86971	4.02316	0.003854208	0.0009913873	0.664743	2.73342	492.342	119.733	0.326222	0.673778
343	-3.57329	-7.62769	4.0544	0.003854208	0.0009913873	0.691456	2.73342	473.321	119.733	0.544803	0.455197
344	-2.13133	-7.40601	5.27468	0.003854208	0.0009913873	0.823289	0.823011	397.528	397.663	0.797166	0.202834
345	-2.03365	-7.26421	5.23056	0.003854208	0.0009913873	0.90367	0.919584	362.168	355.901	0.990529	0.00947117
346	-2.3997	-8.08448	5.68478	0.003854208	0.0009913873	0.90367	0.306239	362.168	1068.71	0.171934	0.828066
347	-2.38194	-7.53984	5.1579	0.003854208	0.0009913873	3.31831	0.302762	98.6286	1080.98	0.638182	0.361818
348	-2.86938	-7.8704	5.00101	0.003854208	0.0009913873	3.57178	0.482649	91.6296	678.093	0.325675	0.674325
349	-2.84696	-7.36176	4.5148	0.003854208	0.0009913873	4.51335	0.754525	72.5139	433.757	0.854594	0.145406
350	-3.03858	-7.54581	4.50723	0.003854208	0.0009913873	5.67803	0.413092	57.6398	792.271	0.631571	0.368429
351	-3.97267	-7.90453	3.93186	0.003854208	0.0009913873	5.67803	1.12412	57.6398	291.144	0.298905	0.701095
352	-3.93506	-7.85264	3.91758	0.003854208	0.0009913873	5.72791	1.1275	57.1378	290.271	0.339967	0.660033
353	-2.22806	-7.36205	5.13399	0.003854208	0.0009913873	1.28608	1.07474	254.48	304.52	0.854205	0.145795
354	-3.20042	-7.45023	4.24981	0.003854208	0.0009913873	4.75879	1.00161	68.7739	326.754	0.742266	0.257734
355	-3.34245	-7.84316	4.50072	0.003854208	0.0009913873	2.65695	1.47816	123.179	221.41	0.347699	0.652301
356	-3.77443	-7.36753	3.5931	0.003854208	0.0009913873	3.35966	2.88404	97.4148	113.48	0.846959	0.153041
357	-3.00545	-8.19118	5.18573	0.003854208	0.0009913873	1.65759	0.916677	197.443	357.029	0.106761	0.893239
358	-3.67115	-8.19118	4.52003	0.003854208	0.0009913873	1.63914	1.94919	199.667	167.906	0.106761	0.893239
359	-4.49365	-7.38914	2.89549	0.003854208	0.0009913873	9.84256	1.35968	33.2516	240.705	0.818762	0.181238
360	-5.16608	-8.07014	2.90406	0.003854208	0.0009913873	6.64275	2.56444	49.2688	127.623	0.181238	0.818762
361	-4.18171	-7.43404	3.25233	0.003854208	0.0009913873	8.46046	1.2297	38.6835	266.147	0.762083	0.237917
362	-6.38656	-7.72191	1.33535	0.003854208	0.0009913873	3.45259	11.8867	94.7927	27.5334	0.453374	0.546626
363	-7.26562	-7.52658	0.260964	0.003854208	0.0009913873	0.44012	17.4705	743.617	18.7333	0.652999	0.347001
364	-5.67262	-7.47447	1.80185	0.003854208	0.0009913873	0.445085	8.86645	735.321	36.9122	0.713181	0.286819
365	-5.32336	-7.84279	2.51943	0.003854208	0.0009913873	1.12751	8.86645	290.27	36.9122	0.348001	0.651999
366	-3.30844	-8.34996	5.04151	0.003854208	0.0009913873	1.89886	1.01949	172.357	321.022	0.021782	0.978218
367	-3.16164	-7.61996	4.45832	0.003854208	0.0009913873	0.501621	1.3019	652.446	251.387	0.552704	0.447296
368	-1.74307	-7.35125	5.60819	0.003854208	0.0009913873	1.20001	0.511142	272.732	640.292	0.868603	0.131397
369	-2.53653	-7.43185	4.89532	0.003854208	0.0009913873	2.58542	0.949465	126.587	344.7	0.764791	0.235209
370	-2.27855	-7.94273	5.66418	0.003854208	0.0009913873	1.17557	0.439321	278.401	744.97	0.270012	0.729988
371	-1.8713	-7.38275	5.51144	0.003854208	0.0009913873	0.72386	0.224847	452.132	1455.57	0.827041	0.172959
372	-2.56537	-7.91311	5.34774	0.003854208	0.0009913873	2.484	0.443151	131.755	738.53	0.292316	0.707684
373	-2.40348	-7.47958	5.0761	0.003854208	0.0009913873	2.63456	0.714514	124.226	458.046	0.70714	0.29286
374	-3.0254	-7.92843	4.90303	0.003854208	0.0009913873	2.40565	1.00806	136.047	324.665	0.280696	0.719304
375	-3.05461	-7.51871	4.4641	0.003854208	0.0009913873	5.08051	0.646818	64.4188	505.985	0.661892	0.338108
376	-2.67195	-7.47043	4.79848	0.003854208	0.0009913873	4.39049	0.456429	74.5431	717.045	0.71798	0.28202
377	-3.94209	-7.68347	3.74138	0.003854208	0.0009913873	8.31147	0.173773	39.377	1883.38	0.489637	0.510363
378	-4.14409	-8.07559	3.9315	0.003854208	0.0009913873	8.45173	0.275371	38.7235	1188.51	0.177685	0.822315
379	-4.27845	-7.61238	3.33394	0.003854208	0.0009913873	8.11422	1.21321	40.3342	269.764	0.560493	0.439507
380	-2.07978	-7.59432	5.51453	0.003854208	0.0009913873	1.93295	0.435041	169.317	752.297	0.579317	0.420683
381	-2.14943	-7.7757	5.62627	0.003854208	0.0009913873	1.62151	0.385039	201.837	849.994	0.404906	0.595094
382	-2.29934	-7.58362	5.28428	0.003854208	0.0009913873	2.74866	0.420401	119.069	778.495	0.59062	0.40938
383	-1.66718	-7.35194	5.68476	0.003854208	0.0009913873	0.986833	0.387511	331.647	844.572	0.867682	0.132318
384	-2.64088	-8.14083	5.49996	0.003854208	0.0009913873	0.997196	0.628457	328.201	520.769	0.136648	0.863352
385	-2.59666	-7.69499	5.09833	0.003854208	0.0009913873	1.25419	1.12743	260.95	290.29	0.478622	0.521378
386	-3.55164	-7.90406	4.35242	0.003854208	0.0009913873	3.11602	1.49888	105.032	218.351	0.299266	0.700734
387	-2.5353	-7.75314	5.21784	0.003854208	0.0009913873	1.6333	0.884307	200.38	370.098	0.424921	0.575079
388	-4.16334	-7.33867	3.17533	0.003854208	0.0009913873	6.21011	2.18952	52.7012	149.476	0.885586	0.114414
389	-6.11623	-7.84383	1.7276	0.003854208	0.0009913873	7.12844	5.80447	45.9119	56.3842	0.347148	0.652852
390	-7.09813	-7.56021	0.462081	0.003854208	0.0009913873	7.12844	11.7173	45.9119	27.9313	0.615793	0.384207
391	-5.8982	-7.38583	1.48763	0.003854208	0.0009913873	4.82306	9.18593	67.8575	35.6284	0.823045	0.176955
392	-7.73567	-7.77546	0.0397889	0.003854208	0.0009913873	1.61808	23.4525	202.264	13.9551	0.40512	0.59488
393	-4.06662	-7.27723	3.21061	0.003854208	0.0009913873	3.54899	3.76629	92.218	86.8973	0.971608	0.0283921
394	-3.58741	-7.57987	3.99245	0.003854208	0.0009913873	2.76775	2.36281	118.248	138.514	0.594621	0.405379
395	-3.72192	-7.67608	3.95415	0.003854208	0.0009913873	7.78488	0.529152	42.0406	618.501	0.496776	0.503224
396	-2.36143	-7.49707	5.13563	0.003854208	0.0009913873	2.54154	0.169253	128.772	1933.68	0.686698	0.313302
397	-2.03018	-7.7013	5.67111	0.003854208	0.0009913873	1.32326	0.40818	247.329	801.805	0.472647	0.527353
398	-1.96956	-7.52271	5.55315	0.003854208	0.0009913873	1.96169	0.343358	166.836	953.175	0.657369	0.342631
399	-2.56969	-7.80448	5.23479	0.003854208	0.0009913873	2.93871	0.409699	111.369	798.831	0.380029	0.619971
400	-1.63773	-7.34983	5.71209	0.003854208	0.0009913873	1.12566	0.282192	290.747	1159.78	0.870515	0.129485
401	-3.20369	-8.2383	5.03461	0.003854208	0.0009913873	3.11846	0.59795	104.949	547.338	0.0801207	0.919879
402	-3.65035	-8.16157	4.51122	0.003854208	0.0009913873	3.14082	1.24617	104.202	262.629	0.124156	0.875844
403	-7.67893	-8.12185	0.442915	0.003854208	0.0009913873	18.7154	3.41657	17.4872	95.7922	0.148316	0.851684
404	-5.20248	-7.73889	2.53642	0.003854208	0.0009913873	8.41198	2.55205	38.9065	128.242	0.43779	0.56221
405	-3.54096	-7.30733	3.76637	0.003854208	0.0009913873	2.1639	3.34471	151.246	97.8502	0.928796	0.0712036
406	-5.19472	-7.31039	2.11566	0.003854208	0.0009913873	1.3458	10.8124	243.186	30.269	0.924525	0.0754746
407	-4.98551	-7.8642	2.87869	0.003854208	0.0009913873	2.34238	6.10931	139.721	53.5708	0.330631	0.669369
408	-2.89582	-7.35285	4.45703	0.003854208	0.0009913873	2.34238	1.707	139.721	191.728	0.866462	0.133538
409	-2.58497	-7.54174	4.95677	0.003854208	0.0009913873	3.38018	0.60073	96.8235	544.805	0.636075	0.363925
410	-2.2062	-7.54437	5.33816	0.003854208	0.0009913873	2.08315	0.60073	157.108	544.805	0.633166	0.366834
411	-3.70629	-8.14836	4.44208	0.003854208	0.0009913873	3.51715	1.19108	93.0527	274.777	0.132081	0.867919
412	-1.77221	-7.41641	5.6442	0.003854208	0.0009913873	1.10989	0.467591	294.877	699.929	0.784039	0.215961
413	-3.6645	-8.02397	4.35947	0.003854208	0.0009913873	1.10989	2.43178	294.877	134.585	0.212107	0.787893
414	-5.58995	-8.36558	2.77563	0.003854208	0.0009913873	2.41915	6.42855	135.287	50.9105	0.0141248	0.985875
415	-3.72973	-7.30837	3.57865	0.003854208	0.0009913873	0.869882	4.41545	376.236	74.1217	0.92734	0.0726603
416	-4.2376	-8.22761	3.99001	0.003854208	0.0009913873	0.669201	2.82598	489.061	115.812	0.086055	0.913945
417	-4.34385	-7.82758	3.48374	0.003854208	0.0009913873	1.46812	4.75433	222.925	68.8384	0.36057	0.63943
418	-4.24513	-7.48175	3.23662	0.003854208	0.0009913873	5.86788	2.22606	55.7749	147.022	0.704584	0.295416
419	-3.93528	-7.56065	3.62537	0.003854208	0.0009913873	7.76562	0.921366	42.1448	355.212	0.615313	0.384687
420	-4.80981	-7.62897	2.81916	0.003854208	0.0009913873	10.5211	1.28522	31.107	254.649	0.543504	0.456496
421	-4.86782	-7.52993	2.66211	0.003854208	0.0009913873	8.15412	2.38929	40.1368	136.978	0.649238	0.350762
422	-5.98583	-7.85489	1.86906	0.003854208	0.0009913873	13.0085	2.17557	25.159	150.434	0.338141	0.661859
423	-5.74361	-7.56545	1.82183	0.003854208	0.0009913873	14.0322	1.93287	23.3235	169.324	0.610112	0.389888
424	-7.5425	-7.45722	-0.0852827	0.003854208	0.0009913873	34.3826	0.552543	9.51877	592.317	0.733805	0.266195
425	-7.31523	-7.68358	0.368344	0.003854208	0.0009913873	31.5308	0.229973	10.3797	1423.13	0.489538	0.510462
426	-2.82199	-7.5699	4.7479	0.003854208	0.0009913873	4.84168	0.307867	67.5964	1063.06	0.605308	0.394692
427	-3.9564	-7.3084	3.35201	0.003854208	0.0009913873	2.75104	4.03481	118.966	81.1142	0.927301	0.0726987
428	-2.64131	-8.26781	5.6265	0.003854208	0.0009913873	1.13556	0.490809	288.21	666.819	0.0640635	0.935936
